semafororo,localizacao1,localizacao2,bairro,latitude,longitude,tipo,funcionamento
472,Rua das Moças,Rua da Regeneração,Fundão,-8.021438,-34.886511,E,Veicular
473,Ponte 12 de Setembro,Cais de Santa Rita,Santo Antonio,-8.068208,-34.874704,E/Git,Veicular
474,Av. Cruz Cabugá,Em frente ao Hospital do Câncer,Santo Amaro,-8.042124,-34.873114,E/Git,Ocasional/Ped.
475,Av. Dois Rios,Rua Rio Chuí,Ibura,-8.115407,-34.940297,E/Git,Ocasional/Ped.
476,Rua Barão de Souza Leão,Rua Desembargador José Neves,Boa Viagem,-8.132819,-34.911010,E/GIt,Veicular
477,Rua Madre de Deus,Av. Alfredo Lisboa,Recife Antigo,-8.066185,-34.873324,E/Git,Veicular
478,Rua Cosmorama,Rua João Cardoso Aires,Setúbal,-8.141132,-34.911158,E/Git,Veicular
479,Av. Cruz Cabugá,Rua F. Barreto,Santo Amaro,-8.042155,-34.873047,E/Git,Ocasional/Ped.
480,Av. Beberibe,Em frente ao Nº 621,Encruzilhada,-8.031910,-34.892000,E/Git,Ocasional/Ped.
481,Rua Sport Club do Recife,Rua Prof.Benedito Monteiro,Ilha do Retiro,-8.061132,-34.904010,E/Git,Veic.C/Ped.Ocas.
482,Av. Do Forte,Em frente a Praça do Forte,Cordeiro,-8.058380,-34.931269,E,Ocasional/Ped.
483,Av. Boa Viagem,Rua Vicente Gomes,Boa Viagem,-8.133277,-34.900494,E/Git,Veic.C/Ped.Paral.
484,Av. Domingos Ferreira,Rua Henrique Capitulino,Boa Viagem,-8.109199,-34.891495,E/Git,Ocasional/Ped.
485,Rua Leonardo Cavalcante,Rua Igarassu,Casa Forte,-8.037736,-34.911764,E,Veicular
486,Av. Conde da Boa Vista,Rua Sete de Setembro,Boa Vista,-8.061073,-34.883421,E/Git,Ocasional/Ped.
487,Rua José Bonifácio,Rua Marcos André,Torre,-8.041003,-34.908696,E/Git,Veicular
488,Praça da República,Em frente ao Palácio das Princesas,Santo Antonio,-8.060398,-34.877658,E,Ocasional/Ped.
489,Av. Caxangá,Rua José Osório,Zumbi,-8.054367,-34.913983,E/Git,Veicular
490,Av. Frei Matias Teves,Rua Francisco Alves,Ilha do Leite,-8.066542,-34.895424,E/Git,Veic.C/Ped.Ocas.
491,Av. Dr. José Rufino,Em frente à Igreja de Santa Luzia,Areias,-8.086622,-34.930909,E,Ocasional/Ped.
492,Av. Beberibe,Rua Ramiz Galvão,Arruda,-8.025192,-34.893494,E/Git,Veic.C/Ped.Ocas.
493,Rua Arquiteto Luiz Nunes,Em frente ao Nº 551,Imbiribeira,-8.088835,-34.910229,E/Git,Ocasional/Ped.
494,Av. Recife,Rua Gregório Caldas,Vila C Silva,-8.096045,-34.928796,E/Git,Veic.C/Ped.Ocas.
495,Rua Mem de Sá,Rua Prof. Jerônimo Gueiros,Arruda,-8.029678,-34.889778,E,Veicular
496,Rua Ribeiro de Brito,Rua Agenor Lopes,Boa Viagem,-8.122962,-34.905851,E/Git,Veicular
497,Av. Dr. José Rufino,Em frente a Estação do Metrô,Sancho,-8.090773,-34.956702,E/Git,Ocasional/Ped.
498,Rua Joaquim Nabuco,Rua Guilherme Pinto,Derby,-8.052791,-34.902218,E/Git,Veicular
499,Rua Cosme Viana,Rua Pe. Teófilo Twortz,Prado,-8.064945,-34.909022,E,Veic.c/Ped.Ocas.
500,Av. Dois Irmãos,Rua Mandacaru,Apipucos,-8.021975,-34.931659,E,Veicular
501,Av. Mascarenhas de Morais,Proxímo a Estrada dos Frigoríficos,,Imbiribeira,-8.103560,-34.910724,E/Git,Ocasional/Ped.
502,Av. Mascarenhas de Morais,Rua Itália,Imbiribeira,-8.103214,-34.910852,E/Git,Ocasional/Ped.
503,Rua João Ivo da Silva,Próx. a Rua Teófilo Twortz,Prado,-8.065091,-34.909180,E,Ocasional/Ped.
504,Estrada de Belém,Rua Fonseca de Oliveira,Campo Grande,-8.033870,-34.885821,E,Veic.c/Ped.Ocas.
505,Rua São Nicolau,Rua Hélio Brandão,Ipsep,-8.106765,-34.925860,E/Git,Veicular
506,Av. Dr. José Rufino,Próximo ao SENAI,Areias,-8.089689,-34.933992,E,Ocasional/Ped.
507,Av. São Paulo,Rua Leandro Barreto,Jd. São Paulo,-8.079773,-34.940728,E/Git,Veic.C/Ped.Paral.
508,Rua Francisco Alves,Praça Miguel de Cervante,Ilha do Leite,-8.067278,-34.893830,E,Veicular
509,Av. Sul,Rua Padre José de Sá Leitão,São José,-8.075179,-34.889954,E/Git,Veicular
510,Rua Imperial,Travessa do Raposo,São José,-8.074596,-34.890171,E/Git,Veicular
511,Rua Imperial,Travessa do Azevedo,São José,-8.074426,-34.889726,E/Git,Veicular
512,Av. Rio Largo,Av. Doze de Junho,Ibura,-8.112915,-34.953042,E/Git,Veic.C/Ped.Ocas.
513,Rua Conselheiro Teodoro,Rua Tomás Gonzaga,Cordeiro,-8.049306,-34.915263,E,Veic.C/Ped.Ocas.
514,Av. Beberibe,Em frente ao Nº 4277,Porto da Madeira,-8.004510,-34.895100,E,Ocasional/Ped.
515,Rua Benfica,Praça Euclides da Cunha,Madalena,-8.058326,-34.904122,E/Git,Veicular
516,Praça do Derby,Estação BRT Derby (Sub/Cid),Derby,-8.056757,-34.899417,E/Git,Ocasional/Ped.
517,Av. Beberibe,Em frente ao Instituto Sto. Amaro,Porto da Madeira,-8.007460,-34.890337,E,Ocasional/Ped.
518,Av. Dois Rios,Rua Jornalista Edson Regis,Ibura,-8.109113,-34.935269,E/Git,Veicular
519,Rua Prof. Eduardo Wanderley Filho,Em frente ao Nº 110,Afogados,-8.082546,-34.907681,E,Ocasional/Ped.
520,Rua Acadêmico Hélio Ramos,Rua Amaro Poroca,Cidade Universitária ,-8.049597,-34.954629,E,Veic.c/Ped.Ocas.
521,Rua Conselheiro Portela,Rua do Futuro,Graças,-8.043868,-34.898305,E/Git,Veicular
522,Av. Coselheiro Rosa e Silva,Rua Antenor Navarro,Rosarinho,-8.036899,-34.901582,E/Git,Veic.C/Ped.Paral.
523,Av. Cruz Cabugá,Em frente ao Nº 212,Santo Amaro,-8.052469,-34.880509,E,Ocasional/Ped.
524,Estrada dos Remédios,Rua Inconfidentes,Bongi,-8.070979,-34.908135,E,Ocasional/Ped.
525,Rua Cosme Viana,Rua 3 de Agosto,Bongi,-8.074565,-34.908909,E/Git,Veicular
526,Rua Álvares de Azevedo,Rua dos Palmares ,Santo Amaro,-8.048964,-34.887773,E,Veicular
527,Rua Jean Emile Favre,Rua Francisco Barreto,Ipsep,-8.111191,-34.919728,E,Veic.C/Ped.
528,Rua Paz,Rua João Carlos Guimarães,Afogados,-8.080049,-34.905238,E/Git,Ocasional/Ped.
529,Av. Armindo Moura,Ernesto de Souza Leão Rua,Boa Viagem,-8.149344,-34.912376,E/GIt,Ocasional/Ped.
530,Av. Mascarenhas de Morais,Em Frente a UNIBRATEC,Imbiribeira,-8.127410,-34.915300,E/Git,Ocasional/Ped.
531,Av. Mascarenhas de Morais,Av. Recife,Imbiribeira,-8.127376,-34.915543,E/Git,Ocasional/Ped.
532,Av. Mascarenhas de Morais,Rua Dr. Waldir Pessoa,Imbiribeira,-8.090385,-34.908351,E/Git,Veicular
533,Av. Caxangá,Estrada do Barbalho,Iputinga,-8.039323,-34.941192,E/Git,Veicular
534,Av. Mascarenhas de Morais,Rua Pampulha,Imbiribeira,-8.110056,-34.912126,E/Git,Veicular
535,Av. Apipucos,Proxímo Colégio Candido Duarte,Apipucos,-8.020359,-34.939602,E,Ocasional/Ped.
536,Rua da Regeneração,Rua do Machado,Fundão,-8.020558,-34.888830,E,Veicular
537,Rua Arquiteto Luiz Nunes,Av. Pinheiros,Imbiribeira,-8.090983,-34.910663,E/Git,Veic.C/Ped.Ocas.
538,Av. Antônio de Góis,Rua José Mariano Filho,Pina,-8.087182,-34.884907,E/Git,Veic.C/Ped.Paral.
539,Av. Dr. José Rufino,Rua Dorotéia Vieira,Barro,-8.093115,-34.943245,E,Ocasional/Ped.
540,Av. Apipucos,Rua Cel.João Batista R. Barros,Apipucos,-8.021102,-34.934164,E,Veicular
541,Rua Prof. Joaquim Xavier de Brito,Rua Miguel Vieira,Cordeiro,-8.051118,-34.934989,E,Veicular
542,Rua Padre Carapuceiro,Ent. do Hiper Bompreço,Boa Viagem,-8.116810,-34.902200,E/Git,Ocasional/Ped.
543,Av. D. João VI( Canal do Jordão ),Rua Antônio Torres Galvão,Boa Viagem,-8.114238,-34.902683,E/Git,Veicular
544,Rua Félix de Brito,Av. Prof. João Medeiros,Boa Viagem,-8.115377,-34.900496,E/Git,Veicular
545,Av. Domingos Ferreira,Rua Félix de Brito,Boa Viagem,-8.117400,-34.896473,E/Git,Veicular
546,Av. Cons. Aguiar,Rua Félix de Brito,Boa Viagem,-8.117851,-34.895593,E/Git,Veicular
547,Av. Boa Viagem,Rua Félix de Brito,Boa Viagem,-8.118568,-34.894059,E/Git,Veic.C/Ped.Paral.
548,Av.Boa Viagem,Rua Padre Bernardino Pessoa,Boa Viagem,-8.115285,-34.892210,E/Git,Veic.C/Ped.Paral.
549,Av. Cons. Aguiar,Rua Prof. José Brandão,Boa Viagem,-8.112921,-34.892678,E/Git,Veicular
550,Av. Domingos Ferreira,Rua Prof. José Brandão,Boa Viagem,-8.112446,-34.893509,E/Git,Veicular
551,Rua Félix de Brito,Rua Francisco da Cunha,Boa Viagem,-8.116791,-34.897679,E/Git,Veicular
552,Praça do Derby,Estação BRT Derby,Derby,-8.056667,-34.899444,E/Git,Ocasional/Ped.
553,Rua Augusto Calheiros,Rua Emília Torreão,Afogados,-8.081860,-34.908968,E/Git,Ocasional/Ped.
554,Rua Petronila V. Botelho,Av. Prof. José dos Anjos,Arruda,-8.027809,-34.889798,E,Veicular
555,Av. Boa Viagem,Rua Antônio Falcão,Boa Viagem,-8.116989,-34.893167,E/Git,Ocasional/Ped.
556,Rua Cosmorama,Rua Baltazar Passos,Setúbal,-8.142032,-34.911491,E/Git,Veicular
557,Av. Dr. José Rufino,Rua Dr. Vilas Boas,Barro,-8.092282,-34.937677,E,Veic.C/Ped.Ocas.
558,Rua Gomes Taborda,Em frente a Esc. Comun.Coração Infantil,Cordeiro,-8.056410,-34.920600,E,Ocasional/Ped.
559,Av. Beberibe,Rua Côrtes,Porto da Madeira,-8.006012,-34.892094,E,Ocasional/Ped.
560,Rua Arquiteto Luiz Nunes,Em Frente Escola Pinheiros,Afogados,-8.090085,-34.910495,E/Git,Ocasional/Ped.
561,Av. Dois Rios,Rua Pintor Agenor Albuquerque,Ibura,-8.110539,-34.936994,E/Git,Veic.C/Ped.Ocas.
562,Av. Rui Barbosa,Rua das Graças,Graças,-8.047071,-34.900733,E/Git,Ocasional/Ped.
563,Av. Luis Correia de Brito,Av. Prof. José dos Anjos,Campo Grande,-8.020518,-34.873489,E/Git,Veicular
564,Rua Jean Emile Favre,Rua Potengi,Ipsep,-8.108570,-34.916722,E,Veicular
565,Rua Jerônimo Vilela,Rua Dr. Machado,Campo Grande,-8.029414,-34.881878,E,Veicular
566,Rua Dr. Miguel Vieira Ferreira,Rua Inácio Monteiro,Cordeiro,-8.051208,-34.933048,E,Veic.C/Ped.Ocas.
567,Rua Des. José Neves,Rua Desembargador João Paes,Boa Viagem,-8.126658,-34.909940,E/Git,Veicular
568,Av. Caxangá,Av. Afonso Olindense,Várzea,-8.031370,-34.955740,E/Git,Veicular
569,Rua Aurora Caçote,Próximo a Rua Izabel de Góis,Areias,-8.099306,-34.934257,E/Git,Ocasional/Ped.
570,Av. Mascarenhas de Morais,Praça Ministro Salgado Filho,Imbiribeira,-8.132517,-34.916380,E,Ocasional/Ped.
571,Cais de Santa Rita,Acesso ao terminal de ônibus,São José,-8.069236,-34.876124,E/Git,Veicular
572,Rua 10 de Julho,Rua 20 de Janeiro,Setúbal,-8.134801,-34.913548,E/Git,Veicular
573,Rua 10 de Julho,Rua Waldemar Nery C. Monteiro,Setúbal,-8.135172,-34.911862,E/Git,Veicular
574,Rua João Cardoso Aires,Rua Sá e Souza,Setúbal,-8.142274,-34.908591,E/Git,Veicular
575,Av. Beberibe,Rua Cantora Dalva de Oliveira,Beberibe,-8.006926,-34.890943,E,Veic.C/Ped.Ocas.
576,Av. Visconde de Albuquerque,Rua Demóstenes de Olinda,Madalena,-8.049327,-34.906468,E/Git,Veicular
577,Rua Gal. Polidoro,Rua Abatiá,Cidade Universitária,-8.042460,-34.946922,E,Veicular
578,Rua da Soledade,Rua do Progresso,Boa Vista,-8.058852,-34.889911,E/Git,Veic.C/Ped.Ocas.
579,Rua da Aurora,Rua do Riachuelo,Boa Vista,-8.060809,-34.880832,E/Git,Veicular
580, Av. Desembargador José Neves,Saída do Túnel Augusto Lucena sent S/C,Boa Viagem,-8.121374,-34.909356,E/DIG,Ocasional/Ped.
581,Av. Maria Irene,Alberto Lundgren, Rua,Jordão,-8.137056,-34.936962,E/Git,Veicular
582,Cais de Santa Rita,Em frente ao Edf. Pier Maurício de Nassau S/C,São José,-8.071584,-34.877446,E/Git,Ocasional/Ped.
583,Cais de Santa Rita,Em frente ao Edf. Pier Maurício de Nassau C/S,São José,-8.071508,-34.877486,E/Git,Ocasional/Ped.
584,Av. Maria Irene,Próximo a Rua Cafarnaum,Jordão,-8.140728,-34.929391,E/Git,Ocasional/Ped.
585,Rua Leonardo Bezerra Cavalcanti,Rua Jornal do Commércio,Casa Forte,-8.037385,-34.913637,E/Git,Veicular
586,Rua Delmiro Gouveia,Em frente ao Prédio da CHESF,San Martin,-8.063632,-34.930486,E,Ocasional/Ped.
587,Av. Norte Miguel Arraes de Alencar,Praça General Abreu e Lima,Santo Amaro,-8.048290,-34.876001,E/Git,Veicular
588,Rua Manuel de Medeiros,Estrada dos Pintos,Dois Irmãos,-8.016799,-34.951307,E/Git,Veicular
589,Rua Odete Monteiro,Estevão Francisco da Costa, Rua Prof.,Torre,-8.047178,-34.918722,E/Git,Veicular
590,Rua Benfica,Praça Euclides da Cunha,Madalena,-8.058701,-34.902706,E/Git,Veicular
591,Av Caxangá ,Rua Manoel Moreira,Caxangá,-8.049905,-34.922193,E/Git,Veicular
592,Av. Dom João VI,Saída do estacionamento do Shopping S/C,Boa Viagem,-8.118592,-34.907107,E/Git,Ocasional/Ped.
593,Estrada do Encanamento,Estrada das Ubaias,Casa Amarela,-8.030341,-34.919003,E/Git,Veicular
594,Av. Dois Rios,Em frente ao Nº 110,Ibura,-8.109820,-34.936173,E/Git,Ocasional/Ped.
595,Rua Joaquim Nabuco,Rua Monsenhor Ambrozino Leite,Graças,-8.052665,-34.901092,E/Git,Veicular
596,Av. Norte Miguel Arraes de Alencar,Em frente ao nº 7123,Alto do Mandu,-8.018460,-34.928500,E,Ocasional/Ped.
597,Rua Odete Monteiro,Rua Dr. João Lacerda,Cordeiro,-8.045478,-34.921760,E,Ocasional/Ped.
598,Rua da Harmonia,Rua Major Nereu Guerra,Casa Amarela,-8.026241,-34.913430,E/Git,Veicular
599,Av. Recife,Em frente ao Conj. Inês Andeazza,Caçote,-8.097522,-34.928591,E/Git,Ocasional/Ped.
600,Rua Monsenhor Ambrozino Leite,Rua das Pernambucanas,Graças,-8.050878,-34.901050,E/Git,Veicular
601,Rua José Bonifacio,Rua José de Holanda,Torre,-8.044731,-34.907491,E/Git,Ocasional/Ped.
602,Rua Pe. Lemos,Rua Visconde de Taunay,Casa Amarela,-8.024301,-34.917945,E,Veic.C/Ped.Ocas.
603,Av. Guararapes,Estação BRT Guararapes, (Sub/Cid),Santo Antonio,-8.063384,-34.879344,E/Git,Pedestre
604,Av. Guararapes,Estação BRT Guararapes, (Cid/Sub),Santo Antonio,-8.063569,-34.878803,E/Git,Pedestre
605,Av Caxangá ,Estação BRT Riacho Cavoco (Cid/Sub),Iputinga,-8.036393,-34.946281,E/Git,Ocasional/Ped.
606,Av Caxangá ,Estação BRT Pq. Do Cordeiro (Sub/Cid),Cordeiro,-8.046407,-34.928610,E/Git,Ocasional/Ped.
607,Av Caxangá ,Estação BRT Caiara, (Cid/Sub),Iputinga,-8.043293,-34.933760,E/Git,Ocasional/Ped.
608,Av Caxangá ,Estação BRT Riacho Cavoco (Sub/Cid),Iputinga,-8.036567,-34.946324,E/Git,Pedestre
609,Av Caxangá ,Estação BRT Eng. Poeta, (Cid/Sub),Brasilit,-8.034399,-34.949951,E/Git,Ocasional/Ped.
610,Av Caxangá ,Estação BRT Caiara, (Sub/Cid),Iputinga,-8.043459,-34.933822,E/Git,Ocasional/Ped.
611,Rua 21 de Abril,Proximo a Rua Bezerra da Palma,Mustardinha,-8.076367,-34.913519,E,Ocasional/Ped.
612,Estrada de Belém,Próx. a Rua São Félix,Campo Grande,-8.032265,-34.879187,E,Ocasional/Ped.
613,Rua Des. Goes Cavalcante,Próx a Rua Albino Meira,Parnamirim,-8.031017,-34.908528,E/Git,Ocasional/Ped.
614,Av. 17 de Agosto,Av. Flor de Santana,Santana,-8.035525,-34.912678,E/Git,Veicular
615,Av. Dr. José Rufino,Em frente Ao Nº 2673,Barro,-8.092823,-34.946131,E,Ocasional/Ped.
616,Av. Recife,Em frente ao Nº 2843(Aeroporto/CEASA),Vila do Ipsep,-8.112691,-34.926312,E/Git,Ocasional/Ped.
617,Av. Recife,Em frente ao Hospital Geral de Areias,Caçote,-8.100470,-34.928072,E/Git,Ocasional/Ped.
618,Av. Recife,Em frente ao Conj. Inês Andreasa,Caçote,-8.097504,-34.928465,E/Git,Ocasional/Ped.
619,Av. Recife,Em frente ao nº 727,Areias,-8.092766,-34.929158,E/Git,Ocasional/Ped.
620,Av. Recife,Av. Tapajós,Areias,-8.090861,-34.929408,E/Git,Veic.C/Ped.Ocas.
621,Av. Recife,Lado oposto aoSemáforo nº 461,Areias,-8.089031,-34.929653,E/Git,Ocasional/Ped.
622,Rua da Regeneração,Aproximação da Av. Beberibe,Água Fria,-8.018819,-34.892932,E,Ocasional/Ped.
623,Rua Carlos Gomes,Rua Ricardo Salazar,Prado,-8.057961,-34.910720,E/Git,Veicular
624,Av. Visc. de Suassuna ,Em frente ao nº 500,Boa Vista,-8.052592,-34.886268,E,Ocasional/Ped.
625,Av. Masc. de Morais,Lado oposto à Rua Professor Aurélio de Castro Cavalcanti ,Imbiribeira,-8.139774,-34.917560,E,Ocasional/Ped.
626,Av. Masc. de Morais,Próximo à Rua Professor Aurélio de Castro Cavalcanti ,Imbiribeira,-8.139507,-34.917362,E,Ocasional/Ped.
627,Av. Cruz Cabugá,Em frente ao nº 665,Santo Amaro,-8.048978,-34.878004,E/Git,Ocasional/Ped.
628,Rua Benfica,Rua Demócrito de Souza Filho,Madalena,-8.058146,-34.906144,E/Git,Veicular
629,Rua Benfica,Rua Arlindo Gouveia,Madalena,-8.057949,-34.904100,E/Git,Veicular
630,Rua Conde do Irajá,Av. Beira Rio,Torre,-8.045639,-34.904331,E/Git,Veicular
631,Av. Masc. de Morais,Rua Noruega,Imbiribeira,-8.104908,-34.911083,E/Git,Veicular
632,Rua Arquiteto Luiz Nunes,Em Frente a Escola Anita Garibaldi,Imbiribeira,-8.093749,-34.911329,E/Git,Ocasional/Ped.
633,Rua Arquiteto Luiz Nunes,Rua Miss. Joel Carlson,Imbiribeira,-8.096028,-34.911796,E/Git,Veicular
634,Rua Arquiteto Luiz Nunes,Av. Eng. Alves de Souza,Imbiribeira,-8.098032,-34.912281,E/Git,Veic.C/Ped.Ocas.
635,Rua Arquiteto Luiz Nunes,Em Frente ao N° 285,Imbiribeira,-8.101684,-34.912871,E/Git,Ocasional/Ped.
636,Rua Paris,Rua Jean Emile Favre,Ipsep,-8.105941,-34.913711,E/Git,Veicular
637,Rua Arquiteto Luiz Nunes,Próx. Ao N° 476,Imbiribeira,-8.104179,-34.913319,E/Git,Ocasional/Ped.
638,Av. Afonso Olindense,Rua Rodrigues Ferreira,Várzea,-8.033320,-34.955170,E/Git,Veic.C/Ped.
639,Av. Dom João VI,Após a Rua Soldado Sinésio Aragão C/S,Boa Viagem,-8.118480,-34.907689,E/Git,Ocasional/Ped.
640,Av. Gal. Mac. Arthur,Rua Sgt Silvino de Macedo,Imbiribeira,-8.110396,-34.906276,E/Git,Veicular
641,Rua Uriel de Holanda,Em frente a Esc. Est. Pe. Nércio Rodrigues,Linha do Tiro,-8.008529,-34.904465,E,Ocasional/Ped.
642,Rua Jeronimo Vilela,Prof. José dos Anjos,Campo Grande,-8.024491,-34.882955,E,Veicular
643,Av. Norte Miguel Arraes de Alencar,Rua Gomes Coutinho,Tamarineira,-8.026861,-34.904560,E/Git,Veicular
644,Rua Barão de Souza Leão,Rua 20 de Janeiro,Imbiribeira,-8.133081,-34.913173,E/Git,Veic.C/Ped.Paral.
645,Av. Mauricio de Nassau,Em frente ao Hospital Fundação Altino Ventura,Iputinga,-8.036300,-34.936960,E,Ocasional/Ped.
646,Av. 17 de Agosto,Rua Engenheiro Oscar Ferreira,Casa Forte,-8.030863,-34.924507,E/Git,Veicular
647,Estrada do Arraial,EEm frente ao Nº 4715,Casa Amarela,-8.027890,-34.924095,E/Git,Ocasional/Ped.
648,Rua Antonio Falcão,Rua Gal. Edson A. Ramalho,Boa Viagem,-8.113374,-34.900106,E/Git,Veicular
649,Rua João Tude de Melo,Rua Virgínia Loreto,Parnamirim,-8.035838,-34.909644,E/Git,Veicular
650,Av. Gov. Agamenon Magalhães,Em frente ao Hospital da Restauração,Derby,-8.054795,-34.897674,E/Git,Ocasional/Ped.
651,Rua João Sales,Av. Prof. Antônio Coelho,Cidade Universitária,-8.039950,-34.944695,E/Git,Veic.C/Ped.
652,Av. Mário Álvares Pereirade Lyra,Rua Mauricéa,Iputinga,-8.046996,-34.940548,E/Git,Veic.C/Ped.
653,Rua Estado de Israel,Rua Lins Petit,Ilha do Leite,-8.062788,-34.895284,E/Git,Veicular
654,Av. São Paulo,Rua Construtor Luiz Carvalhedo,Jd. São Paulo,-8.082019,-34.939725,E/Git,Veic.C/Ped.
655,Estrada da Ubaias,Rua Conselheiro Nabuco,Casa Amarela,-8.029123,-34.917341,E/Git,Veic.C/Ped.
656,Av. João de Barros,Rua da Hora,Espinheiro,-8.042068,-34.891063,E/Git,Veicular
657,Av Herculano Bandeira ,Rua Nogueira de Souza,Pina,-8.085877,-34.888019,E/Git,Veicular
658,Av. República Árabe Unida,Rua Nogueira de Souza,Pina,-8.086776,-34.888969,E/Git,Veicular
659,Rua Manoel de Brito,Av. República Árabe Unida,Pina,-8.087144,-34.888434,E/Git,Ocasional/Ped.
660,Av. Herculano Bandeira,Rua Arquiteto Augusto Reinaldo,Pina,-8.085393,-34.888464,E/Git,Veicular
661,Av. Saturnino de Brito,Largo do Cabanga,Cabanga,-8.079534,-34.892795,E/Git,Ocasional/Ped.
662,Largo do Cabanga,Sentido Boa Viagem (Pista Leste),Cabanga,-8.080363,-34.892198,E/Git,Ocasional/Ped.
663,Av. Boa Viagem,Rua Henrique Capitulino,Boa Viagem,-8.110297,-34.889290,E/Git,Veic.C/Ped.Paral.
664,Av. João de Barros,Rua Arthur Azevedo,Encruzilhada,-8.037775,-34.891463,E/Git,Veic.C/Ped.Paral.
665,Av. Norte Miguel Arraes de Alencar,Rua Alfredo de Castro,Encruzilhada,-8.039094,-34.890392,E/Git,Veic.C/Ped.Paral.
666,Rua Castro Alves,Rua José de Sá Carneiro,Encruzilhada,-8.037776,-34.889820,E/Git,Veicular
667,Av. General Mac Arthur,Sob a Estação do Metrô Antônio Falcão,Imbiribeira,-8.109476,-34.909099,E/Git,Ocasional/Ped.
668,Rua Floriano Peixoto,Ao lado da Casa da Cultura,São José,-8.065816,-34.882460,E/Git,Ocasional/Ped.
669,Av. Dom João VI,Rua José da Silva Lucena,Boa Viagem,-8.115932,-34.904450,E/Git,Ocasional/Ped.
670,Av. Dom João VI,Rua Padre Carapuceiro,Boa Viagem,-8.115911,-34.903887,E/Git,Ocasional/Ped.
671,Av. Norte Miguel Arraes de Alencar,Rua Cel. João Batista do Rêgo Barros ,Macaxeira,-8.016282,-34.930492,E/Git,Veic.C/Ped.Paral.
672,Av. Gov. Agamenon Magalhães,Rua Dr. João Asfora,ilha do Leite,,,E/Git,Veic.C/Ped.Paral.
673,Av. Gal. Mac. Arthur,Em Frente ao Le Parc Residencial Resort,Imbiribeira,,,E/Git,Pedestre
